卫星对,开始时间,结束时间
Satellite122-Satellite142,6 Jun 2025 17:25:52.398,6 Jun 2025 17:44:49.853,1137.455
Satellite122-Satellite142,6 Jun 2025 18:23:52.949,6 Jun 2025 18:42:50.408,1137.459
Satellite122-Satellite142,6 Jun 2025 19:21:53.509,6 Jun 2025 19:40:50.967,1137.458
Satellite122-Satellite142,6 Jun 2025 20:19:54.060,6 Jun 2025 20:38:51.519,1137.459
Satellite122-Satellite142,6 Jun 2025 21:17:54.620,6 Jun 2025 21:36:52.075,1137.455
Satellite122-Satellite142,6 Jun 2025 22:15:55.175,6 Jun 2025 22:34:52.635,1137.46
Satellite122-Satellite142,6 Jun 2025 23:13:55.726,6 Jun 2025 23:32:53.185,1137.459
Satellite122-Satellite142,7 Jun 2025 00:11:56.286,7 Jun 2025 00:30:53.742,1137.456
Satellite122-Satellite142,7 Jun 2025 01:09:56.837,7 Jun 2025 01:28:54.301,1137.464
Satellite122-Satellite142,7 Jun 2025 02:07:57.393,7 Jun 2025 02:26:54.852,1137.459
Satellite122-Satellite142,7 Jun 2025 03:05:57.953,7 Jun 2025 03:24:55.412,1137.459
Satellite122-Satellite145,6 Jun 2025 04:22:19.608,6 Jun 2025 04:42:07.641,1188.033
Satellite122-Satellite145,6 Jun 2025 05:20:20.164,6 Jun 2025 05:40:08.199,1188.035
Satellite122-Satellite145,6 Jun 2025 06:18:20.719,6 Jun 2025 06:38:08.751,1188.032
Satellite122-Satellite145,6 Jun 2025 07:16:21.278,6 Jun 2025 07:36:09.311,1188.033
Satellite122-Satellite145,6 Jun 2025 08:14:21.831,6 Jun 2025 08:34:09.867,1188.036
Satellite122-Satellite145,6 Jun 2025 09:12:22.387,6 Jun 2025 09:32:10.422,1188.035
Satellite122-Satellite145,6 Jun 2025 10:10:22.941,6 Jun 2025 10:30:10.975,1188.034
Satellite122-Satellite145,6 Jun 2025 11:08:23.497,6 Jun 2025 11:28:11.532,1188.035
Satellite122-Satellite145,6 Jun 2025 12:06:24.052,6 Jun 2025 12:26:12.088,1188.036
Satellite122-Satellite145,6 Jun 2025 13:04:24.612,6 Jun 2025 13:24:12.639,1188.027
Satellite122-Satellite145,6 Jun 2025 14:02:25.167,6 Jun 2025 14:22:13.199,1188.032
Satellite122-Satellite145,6 Jun 2025 15:00:25.720,6 Jun 2025 15:20:13.755,1188.035
Satellite122-Satellite145,6 Jun 2025 15:58:26.276,6 Jun 2025 16:18:14.310,1188.034
Satellite122-Satellite145,6 Jun 2025 16:56:26.830,6 Jun 2025 17:16:14.862,1188.032
Satellite122-Satellite145,6 Jun 2025 17:54:27.385,6 Jun 2025 18:14:15.421,1188.036
Satellite122-Satellite145,6 Jun 2025 18:52:27.941,6 Jun 2025 19:12:15.972,1188.031
Satellite122-Satellite145,6 Jun 2025 19:50:28.499,6 Jun 2025 20:10:16.532,1188.033
Satellite122-Satellite145,6 Jun 2025 20:48:29.052,6 Jun 2025 21:08:17.088,1188.036
Satellite122-Satellite145,6 Jun 2025 21:46:29.607,6 Jun 2025 22:06:17.643,1188.036
Satellite122-Satellite145,6 Jun 2025 22:44:30.162,6 Jun 2025 23:04:18.196,1188.034
Satellite122-Satellite145,6 Jun 2025 23:42:30.718,7 Jun 2025 00:02:18.754,1188.036
Satellite122-Satellite145,7 Jun 2025 00:40:31.273,7 Jun 2025 01:00:19.310,1188.037
Satellite122-Satellite145,7 Jun 2025 01:38:31.834,7 Jun 2025 01:58:19.860,1188.026
Satellite122-Satellite145,7 Jun 2025 02:36:32.387,7 Jun 2025 02:56:20.421,1188.034
Satellite122-Satellite145,7 Jun 2025 03:34:32.941,7 Jun 2025 03:54:20.976,1188.035
Satellite122-Satellite146,6 Jun 2025 04:07:35.019,6 Jun 2025 04:37:32.053,1797.034
Satellite122-Satellite146,6 Jun 2025 05:05:35.572,6 Jun 2025 05:35:32.605,1797.033
Satellite122-Satellite146,6 Jun 2025 06:03:36.126,6 Jun 2025 06:33:33.160,1797.034
Satellite122-Satellite146,6 Jun 2025 07:01:36.684,6 Jun 2025 07:31:33.717,1797.033
Satellite122-Satellite146,6 Jun 2025 07:59:37.241,6 Jun 2025 08:29:34.275,1797.034
Satellite122-Satellite146,6 Jun 2025 08:57:37.792,6 Jun 2025 09:27:34.828,1797.036
Satellite122-Satellite146,6 Jun 2025 09:55:38.348,6 Jun 2025 10:25:35.382,1797.034
Satellite122-Satellite146,6 Jun 2025 10:53:38.906,6 Jun 2025 11:23:35.939,1797.033
Satellite122-Satellite146,6 Jun 2025 11:51:39.463,6 Jun 2025 12:21:36.497,1797.034
Satellite122-Satellite146,6 Jun 2025 12:49:40.014,6 Jun 2025 13:19:37.049,1797.035
Satellite122-Satellite146,6 Jun 2025 13:47:40.570,6 Jun 2025 14:17:37.604,1797.034
Satellite122-Satellite146,6 Jun 2025 14:45:41.128,6 Jun 2025 15:15:38.161,1797.033
Satellite122-Satellite146,6 Jun 2025 15:43:41.685,6 Jun 2025 16:13:38.719,1797.034
Satellite122-Satellite146,6 Jun 2025 16:41:42.236,6 Jun 2025 17:11:39.271,1797.035
Satellite122-Satellite146,6 Jun 2025 17:39:42.792,6 Jun 2025 18:09:39.826,1797.034
Satellite122-Satellite146,6 Jun 2025 18:37:43.350,6 Jun 2025 19:07:40.382,1797.032
Satellite122-Satellite146,6 Jun 2025 19:35:43.907,6 Jun 2025 20:05:40.940,1797.033
Satellite122-Satellite146,6 Jun 2025 20:33:44.458,6 Jun 2025 21:03:41.493,1797.035
Satellite122-Satellite146,6 Jun 2025 21:31:45.014,6 Jun 2025 22:01:42.048,1797.034
Satellite122-Satellite146,6 Jun 2025 22:29:45.572,6 Jun 2025 22:59:42.604,1797.032
Satellite122-Satellite146,6 Jun 2025 23:27:46.129,6 Jun 2025 23:57:43.162,1797.033
Satellite122-Satellite146,7 Jun 2025 00:25:46.680,7 Jun 2025 00:55:43.714,1797.034
Satellite122-Satellite146,7 Jun 2025 01:23:47.236,7 Jun 2025 01:53:44.270,1797.034
Satellite122-Satellite146,7 Jun 2025 02:21:47.794,7 Jun 2025 02:51:44.826,1797.032
Satellite122-Satellite146,7 Jun 2025 03:19:48.351,7 Jun 2025 03:49:45.384,1797.033
Satellite122-Satellite151,6 Jun 2025 04:02:13.902,6 Jun 2025 04:20:19.616,1085.714
Satellite122-Satellite151,6 Jun 2025 05:00:14.453,6 Jun 2025 05:18:20.173,1085.72
Satellite122-Satellite151,6 Jun 2025 05:58:15.008,6 Jun 2025 06:16:20.731,1085.723
Satellite122-Satellite151,6 Jun 2025 06:56:15.564,6 Jun 2025 07:14:21.288,1085.724
Satellite122-Satellite151,6 Jun 2025 07:54:16.119,6 Jun 2025 08:12:21.839,1085.72
Satellite122-Satellite151,6 Jun 2025 08:52:16.675,6 Jun 2025 09:10:22.399,1085.724
Satellite122-Satellite151,6 Jun 2025 09:50:17.230,6 Jun 2025 10:08:22.954,1085.724
Satellite122-Satellite151,6 Jun 2025 10:48:17.785,6 Jun 2025 11:06:23.510,1085.725
Satellite122-Satellite151,6 Jun 2025 11:46:18.344,6 Jun 2025 12:04:24.065,1085.721
Satellite122-Satellite151,6 Jun 2025 12:44:18.900,6 Jun 2025 13:02:24.620,1085.72
Satellite122-Satellite151,6 Jun 2025 13:42:19.457,6 Jun 2025 14:00:25.176,1085.719
Satellite122-Satellite151,6 Jun 2025 14:40:20.012,6 Jun 2025 14:58:25.726,1085.714
Satellite122-Satellite151,6 Jun 2025 15:38:20.563,6 Jun 2025 15:56:26.283,1085.72
Satellite122-Satellite151,6 Jun 2025 16:36:21.118,6 Jun 2025 16:54:26.841,1085.723
Satellite122-Satellite151,6 Jun 2025 17:34:21.674,6 Jun 2025 17:52:27.398,1085.724
Satellite122-Satellite151,6 Jun 2025 18:32:22.229,6 Jun 2025 18:50:27.949,1085.72
Satellite122-Satellite151,6 Jun 2025 19:30:22.785,6 Jun 2025 19:48:28.509,1085.724
Satellite122-Satellite151,6 Jun 2025 20:28:23.341,6 Jun 2025 20:46:29.064,1085.723
Satellite122-Satellite151,6 Jun 2025 21:26:23.896,6 Jun 2025 21:44:29.620,1085.724
Satellite122-Satellite151,6 Jun 2025 22:24:24.454,6 Jun 2025 22:42:30.175,1085.721
Satellite122-Satellite151,6 Jun 2025 23:22:25.010,6 Jun 2025 23:40:30.731,1085.721
Satellite122-Satellite151,7 Jun 2025 00:20:25.567,7 Jun 2025 00:38:31.286,1085.719
Satellite122-Satellite151,7 Jun 2025 01:18:26.122,7 Jun 2025 01:36:31.837,1085.715
Satellite122-Satellite151,7 Jun 2025 02:16:26.673,7 Jun 2025 02:34:32.393,1085.72
Satellite122-Satellite151,7 Jun 2025 03:14:27.229,7 Jun 2025 03:32:32.951,1085.722
Satellite122-Satellite152,6 Jun 2025 04:00:00.000,6 Jun 2025 04:10:39.533,639.533
Satellite122-Satellite152,6 Jun 2025 04:50:34.361,6 Jun 2025 05:08:40.084,1085.723
Satellite122-Satellite152,6 Jun 2025 05:48:34.912,6 Jun 2025 06:06:40.640,1085.728
Satellite122-Satellite152,6 Jun 2025 06:46:35.467,6 Jun 2025 07:04:41.198,1085.731
Satellite122-Satellite152,6 Jun 2025 07:44:36.023,6 Jun 2025 08:02:41.754,1085.731
Satellite122-Satellite152,6 Jun 2025 08:42:36.578,6 Jun 2025 09:00:42.306,1085.728
Satellite122-Satellite152,6 Jun 2025 09:40:37.134,6 Jun 2025 09:58:42.865,1085.731
Satellite122-Satellite152,6 Jun 2025 10:38:37.689,6 Jun 2025 10:56:43.421,1085.732
Satellite122-Satellite152,6 Jun 2025 11:36:38.245,6 Jun 2025 11:54:43.976,1085.731
Satellite122-Satellite152,6 Jun 2025 12:34:38.803,6 Jun 2025 12:52:44.532,1085.729
Satellite122-Satellite152,6 Jun 2025 13:32:39.359,6 Jun 2025 13:50:45.087,1085.728
Satellite122-Satellite152,6 Jun 2025 14:30:39.916,6 Jun 2025 14:48:45.638,1085.722
Satellite122-Satellite152,6 Jun 2025 15:28:40.471,6 Jun 2025 15:46:46.195,1085.724
Satellite122-Satellite152,6 Jun 2025 16:26:41.022,6 Jun 2025 16:44:46.751,1085.729
Satellite122-Satellite152,6 Jun 2025 17:24:41.577,6 Jun 2025 17:42:47.309,1085.732
Satellite122-Satellite152,6 Jun 2025 18:22:42.133,6 Jun 2025 18:40:47.861,1085.728
Satellite122-Satellite152,6 Jun 2025 19:20:42.688,6 Jun 2025 19:38:48.418,1085.73
Satellite122-Satellite152,6 Jun 2025 20:18:43.248,6 Jun 2025 20:36:48.976,1085.728
Satellite122-Satellite152,6 Jun 2025 21:16:43.799,6 Jun 2025 21:34:49.531,1085.732
Satellite122-Satellite152,6 Jun 2025 22:14:44.357,6 Jun 2025 22:32:50.087,1085.73
Satellite122-Satellite152,6 Jun 2025 23:12:44.913,6 Jun 2025 23:30:50.642,1085.729
Satellite122-Satellite152,7 Jun 2025 00:10:45.470,7 Jun 2025 00:28:51.197,1085.727
Satellite122-Satellite152,7 Jun 2025 01:08:46.026,7 Jun 2025 01:26:51.748,1085.722
Satellite122-Satellite152,7 Jun 2025 02:06:46.577,7 Jun 2025 02:24:52.306,1085.729
Satellite122-Satellite152,7 Jun 2025 03:04:47.132,7 Jun 2025 03:22:52.862,1085.73
Satellite122-Satellite153,6 Jun 2025 04:00:00.000,6 Jun 2025 04:02:54.440,174.44
Satellite122-Satellite153,6 Jun 2025 04:38:59.259,6 Jun 2025 05:00:54.996,1315.737
Satellite122-Satellite153,6 Jun 2025 05:36:59.814,6 Jun 2025 05:58:55.553,1315.739
Satellite122-Satellite153,6 Jun 2025 06:35:00.370,6 Jun 2025 06:56:56.109,1315.739
Satellite122-Satellite153,6 Jun 2025 07:33:00.925,6 Jun 2025 07:54:56.666,1315.741
Satellite122-Satellite153,6 Jun 2025 08:31:01.481,6 Jun 2025 08:52:57.221,1315.74
Satellite122-Satellite153,6 Jun 2025 09:29:02.036,6 Jun 2025 09:50:57.777,1315.741
Satellite122-Satellite153,6 Jun 2025 10:27:02.592,6 Jun 2025 10:48:58.333,1315.741
Satellite122-Satellite153,6 Jun 2025 11:25:03.148,6 Jun 2025 11:46:58.888,1315.74
Satellite122-Satellite153,6 Jun 2025 12:23:03.704,6 Jun 2025 12:44:59.444,1315.74
Satellite122-Satellite153,6 Jun 2025 13:21:04.259,6 Jun 2025 13:42:59.999,1315.74
Satellite122-Satellite153,6 Jun 2025 14:19:04.815,6 Jun 2025 14:41:00.555,1315.74
Satellite122-Satellite153,6 Jun 2025 15:17:05.370,6 Jun 2025 15:39:01.110,1315.74
Satellite122-Satellite153,6 Jun 2025 16:15:05.926,6 Jun 2025 16:37:01.666,1315.74
Satellite122-Satellite153,6 Jun 2025 17:13:06.481,6 Jun 2025 17:35:02.221,1315.74
Satellite122-Satellite153,6 Jun 2025 18:11:07.037,6 Jun 2025 18:33:02.776,1315.739
Satellite122-Satellite153,6 Jun 2025 19:09:07.592,6 Jun 2025 19:31:03.332,1315.74
Satellite122-Satellite153,6 Jun 2025 20:07:08.148,6 Jun 2025 20:29:03.887,1315.739
Satellite122-Satellite153,6 Jun 2025 21:05:08.703,6 Jun 2025 21:27:04.443,1315.74
Satellite122-Satellite153,6 Jun 2025 22:03:09.259,6 Jun 2025 22:25:04.998,1315.739
Satellite122-Satellite153,6 Jun 2025 23:01:09.814,6 Jun 2025 23:23:05.554,1315.74
Satellite122-Satellite153,6 Jun 2025 23:59:10.370,7 Jun 2025 00:21:06.109,1315.739
Satellite122-Satellite153,7 Jun 2025 00:57:10.925,7 Jun 2025 01:19:06.665,1315.74
Satellite122-Satellite153,7 Jun 2025 01:55:11.481,7 Jun 2025 02:17:07.220,1315.739
Satellite122-Satellite153,7 Jun 2025 02:53:12.036,7 Jun 2025 03:15:07.776,1315.74
Satellite122-Satellite153,7 Jun 2025 03:51:12.592,7 Jun 2025 04:00:00.000,527.408
Satellite122-Satellite154,6 Jun 2025 04:27:32.600,6 Jun 2025 04:53:01.470,1528.87
Satellite122-Satellite154,6 Jun 2025 05:25:33.160,6 Jun 2025 05:51:02.026,1528.866
Satellite122-Satellite154,6 Jun 2025 06:23:33.711,6 Jun 2025 06:49:02.585,1528.874
Satellite122-Satellite154,6 Jun 2025 07:21:34.270,6 Jun 2025 07:47:03.137,1528.867
Satellite122-Satellite154,6 Jun 2025 08:19:34.825,6 Jun 2025 08:45:03.696,1528.871
Satellite122-Satellite154,6 Jun 2025 09:17:35.377,6 Jun 2025 09:43:04.251,1528.874
Satellite122-Satellite154,6 Jun 2025 10:15:35.937,6 Jun 2025 10:41:04.803,1528.866
Satellite122-Satellite154,6 Jun 2025 11:13:36.488,6 Jun 2025 11:39:05.363,1528.875
Satellite122-Satellite154,6 Jun 2025 12:11:37.047,6 Jun 2025 12:37:05.914,1528.867
Satellite122-Satellite154,6 Jun 2025 13:09:37.603,6 Jun 2025 13:35:06.473,1528.87
Satellite122-Satellite154,6 Jun 2025 14:07:38.154,6 Jun 2025 14:33:07.029,1528.875
Satellite122-Satellite154,6 Jun 2025 15:05:38.714,6 Jun 2025 15:31:07.580,1528.866
Satellite122-Satellite154,6 Jun 2025 16:03:39.267,6 Jun 2025 16:29:08.140,1528.873
Satellite122-Satellite154,6 Jun 2025 17:01:39.825,6 Jun 2025 17:27:08.691,1528.866
Satellite122-Satellite154,6 Jun 2025 17:59:40.381,6 Jun 2025 18:25:09.251,1528.87
Satellite122-Satellite154,6 Jun 2025 18:57:40.932,6 Jun 2025 19:23:09.806,1528.874
Satellite122-Satellite154,6 Jun 2025 19:55:41.491,6 Jun 2025 20:21:10.358,1528.867
Satellite122-Satellite154,6 Jun 2025 20:53:42.045,6 Jun 2025 21:19:10.917,1528.872
Satellite122-Satellite154,6 Jun 2025 21:51:42.602,6 Jun 2025 22:17:11.469,1528.867
Satellite122-Satellite154,6 Jun 2025 22:49:43.158,6 Jun 2025 23:15:12.028,1528.87
Satellite122-Satellite154,6 Jun 2025 23:47:43.709,7 Jun 2025 00:13:12.584,1528.875
Satellite122-Satellite154,7 Jun 2025 00:45:44.269,7 Jun 2025 01:11:13.135,1528.866
Satellite122-Satellite154,7 Jun 2025 01:43:44.822,7 Jun 2025 02:09:13.695,1528.873
Satellite122-Satellite154,7 Jun 2025 02:41:45.380,7 Jun 2025 03:07:14.246,1528.866
Satellite122-Satellite154,7 Jun 2025 03:39:45.936,7 Jun 2025 04:00:00.000,1214.064
Satellite122-Satellite155,6 Jun 2025 04:17:52.512,6 Jun 2025 04:43:21.378,1528.866
Satellite122-Satellite155,6 Jun 2025 05:15:53.070,6 Jun 2025 05:41:21.930,1528.86
Satellite122-Satellite155,6 Jun 2025 06:13:53.626,6 Jun 2025 06:39:22.489,1528.863
Satellite122-Satellite155,6 Jun 2025 07:11:54.177,6 Jun 2025 07:37:23.045,1528.868
Satellite122-Satellite155,6 Jun 2025 08:09:54.736,6 Jun 2025 08:35:23.596,1528.86
Satellite122-Satellite155,6 Jun 2025 09:07:55.290,6 Jun 2025 09:33:24.156,1528.866
Satellite122-Satellite155,6 Jun 2025 10:05:55.847,6 Jun 2025 10:31:24.707,1528.86
Satellite122-Satellite155,6 Jun 2025 11:03:56.403,6 Jun 2025 11:29:25.266,1528.863
Satellite122-Satellite155,6 Jun 2025 12:01:56.954,6 Jun 2025 12:27:25.822,1528.868
Satellite122-Satellite155,6 Jun 2025 12:59:57.514,6 Jun 2025 13:25:26.374,1528.86
Satellite122-Satellite155,6 Jun 2025 13:57:58.067,6 Jun 2025 14:23:26.933,1528.866
Satellite122-Satellite155,6 Jun 2025 14:55:58.625,6 Jun 2025 15:21:27.484,1528.859
Satellite122-Satellite155,6 Jun 2025 15:53:59.181,6 Jun 2025 16:19:28.044,1528.863
Satellite122-Satellite155,6 Jun 2025 16:51:59.732,6 Jun 2025 17:17:28.600,1528.868
Satellite122-Satellite155,6 Jun 2025 17:50:00.291,6 Jun 2025 18:15:29.151,1528.86
Satellite122-Satellite155,6 Jun 2025 18:48:00.845,6 Jun 2025 19:13:29.711,1528.866
Satellite122-Satellite155,6 Jun 2025 19:46:01.402,6 Jun 2025 20:11:30.262,1528.86
Satellite122-Satellite155,6 Jun 2025 20:44:01.958,6 Jun 2025 21:09:30.821,1528.863
Satellite122-Satellite155,6 Jun 2025 21:42:02.509,6 Jun 2025 22:07:31.377,1528.868
Satellite122-Satellite155,6 Jun 2025 22:40:03.069,6 Jun 2025 23:05:31.928,1528.859
Satellite122-Satellite155,6 Jun 2025 23:38:03.622,7 Jun 2025 00:03:32.488,1528.866
Satellite122-Satellite155,7 Jun 2025 00:36:04.179,7 Jun 2025 01:01:33.039,1528.86
Satellite122-Satellite155,7 Jun 2025 01:34:04.736,7 Jun 2025 01:59:33.599,1528.863
Satellite122-Satellite155,7 Jun 2025 02:32:05.286,7 Jun 2025 02:57:34.154,1528.868
Satellite122-Satellite155,7 Jun 2025 03:30:05.846,7 Jun 2025 03:55:34.706,1528.86
Satellite122-Satellite156,6 Jun 2025 04:09:58.988,6 Jun 2025 04:31:54.713,1315.725
Satellite122-Satellite156,6 Jun 2025 05:07:59.544,6 Jun 2025 05:29:55.267,1315.723
Satellite122-Satellite156,6 Jun 2025 06:06:00.099,6 Jun 2025 06:27:55.825,1315.726
Satellite122-Satellite156,6 Jun 2025 07:04:00.655,6 Jun 2025 07:25:56.381,1315.726
Satellite122-Satellite156,6 Jun 2025 08:02:01.210,6 Jun 2025 08:23:56.937,1315.727
Satellite122-Satellite156,6 Jun 2025 09:00:01.766,6 Jun 2025 09:21:57.492,1315.726
Satellite122-Satellite156,6 Jun 2025 09:58:02.322,6 Jun 2025 10:19:58.048,1315.726
Satellite122-Satellite156,6 Jun 2025 10:56:02.878,6 Jun 2025 11:17:58.603,1315.725
Satellite122-Satellite156,6 Jun 2025 11:54:03.433,6 Jun 2025 12:15:59.159,1315.726
Satellite122-Satellite156,6 Jun 2025 12:52:03.989,6 Jun 2025 13:13:59.714,1315.725
Satellite122-Satellite156,6 Jun 2025 13:50:04.544,6 Jun 2025 14:12:00.270,1315.726
Satellite122-Satellite156,6 Jun 2025 14:48:05.100,6 Jun 2025 15:10:00.825,1315.725
Satellite122-Satellite156,6 Jun 2025 15:46:05.655,6 Jun 2025 16:08:01.381,1315.726
Satellite122-Satellite156,6 Jun 2025 16:44:06.211,6 Jun 2025 17:06:01.936,1315.725
Satellite122-Satellite156,6 Jun 2025 17:42:06.766,6 Jun 2025 18:04:02.492,1315.726
Satellite122-Satellite156,6 Jun 2025 18:40:07.322,6 Jun 2025 19:02:03.047,1315.725
Satellite122-Satellite156,6 Jun 2025 19:38:07.877,6 Jun 2025 20:00:03.603,1315.726
Satellite122-Satellite156,6 Jun 2025 20:36:08.433,6 Jun 2025 20:58:04.158,1315.725
Satellite122-Satellite156,6 Jun 2025 21:34:08.988,6 Jun 2025 21:56:04.714,1315.726
Satellite122-Satellite156,6 Jun 2025 22:32:09.544,6 Jun 2025 22:54:05.269,1315.725
Satellite122-Satellite156,6 Jun 2025 23:30:10.099,6 Jun 2025 23:52:05.825,1315.726
Satellite122-Satellite156,7 Jun 2025 00:28:10.655,7 Jun 2025 00:50:06.380,1315.725
Satellite122-Satellite156,7 Jun 2025 01:26:11.210,7 Jun 2025 01:48:06.935,1315.725
Satellite122-Satellite156,7 Jun 2025 02:24:11.765,7 Jun 2025 02:46:07.491,1315.726
Satellite122-Satellite156,7 Jun 2025 03:22:12.321,7 Jun 2025 03:44:08.046,1315.725
Satellite122-Satellite161,6 Jun 2025 04:00:11.325,6 Jun 2025 04:19:08.831,1137.506
Satellite122-Satellite161,6 Jun 2025 04:58:11.878,6 Jun 2025 05:17:09.387,1137.509
Satellite122-Satellite161,6 Jun 2025 05:56:12.434,6 Jun 2025 06:15:09.938,1137.504
Satellite122-Satellite161,6 Jun 2025 06:54:12.994,6 Jun 2025 07:13:10.493,1137.499
Satellite122-Satellite161,6 Jun 2025 07:52:13.545,6 Jun 2025 08:11:11.053,1137.508
Satellite122-Satellite161,6 Jun 2025 08:50:14.100,6 Jun 2025 09:09:11.604,1137.504
Satellite122-Satellite161,6 Jun 2025 09:48:14.660,6 Jun 2025 10:07:12.160,1137.5
Satellite122-Satellite161,6 Jun 2025 10:46:15.211,6 Jun 2025 11:05:12.715,1137.504
Satellite122-Satellite161,6 Jun 2025 11:44:15.771,6 Jun 2025 12:03:13.275,1137.504
Satellite122-Satellite161,6 Jun 2025 12:42:16.322,6 Jun 2025 13:01:13.826,1137.504
Satellite122-Satellite161,6 Jun 2025 13:40:16.882,6 Jun 2025 13:59:14.384,1137.502
Satellite122-Satellite161,6 Jun 2025 14:38:17.437,6 Jun 2025 14:57:14.942,1137.505
Satellite122-Satellite161,6 Jun 2025 15:36:17.988,6 Jun 2025 15:55:15.492,1137.504
Satellite122-Satellite161,6 Jun 2025 16:34:18.548,6 Jun 2025 16:53:16.052,1137.504
Satellite122-Satellite161,6 Jun 2025 17:32:19.100,6 Jun 2025 17:51:16.608,1137.508
Satellite122-Satellite161,6 Jun 2025 18:30:19.655,6 Jun 2025 18:49:17.159,1137.504
Satellite122-Satellite161,6 Jun 2025 19:28:20.215,6 Jun 2025 19:47:17.714,1137.499
Satellite122-Satellite161,6 Jun 2025 20:26:20.766,6 Jun 2025 20:45:18.275,1137.509
Satellite122-Satellite161,6 Jun 2025 21:24:21.321,6 Jun 2025 21:43:18.825,1137.504
Satellite122-Satellite161,6 Jun 2025 22:22:21.881,6 Jun 2025 22:41:19.381,1137.5
Satellite122-Satellite161,6 Jun 2025 23:20:22.432,6 Jun 2025 23:39:19.936,1137.504
Satellite122-Satellite161,7 Jun 2025 00:18:22.992,7 Jun 2025 00:37:20.496,1137.504
Satellite122-Satellite161,7 Jun 2025 01:16:23.543,7 Jun 2025 01:35:21.047,1137.504
Satellite122-Satellite161,7 Jun 2025 02:14:24.103,7 Jun 2025 02:33:21.605,1137.502
Satellite122-Satellite161,7 Jun 2025 03:12:24.659,7 Jun 2025 03:31:22.163,1137.504
Satellite122-Satellite162,6 Jun 2025 04:00:00.000,6 Jun 2025 04:14:46.310,886.31
Satellite122-Satellite162,6 Jun 2025 04:43:14.215,6 Jun 2025 05:12:46.865,1772.65
Satellite122-Satellite162,6 Jun 2025 05:41:14.770,6 Jun 2025 06:10:47.421,1772.651
Satellite122-Satellite162,6 Jun 2025 06:39:15.326,6 Jun 2025 07:08:47.976,1772.65
Satellite122-Satellite162,6 Jun 2025 07:37:15.881,6 Jun 2025 08:06:48.532,1772.651
Satellite122-Satellite162,6 Jun 2025 08:35:16.437,6 Jun 2025 09:04:49.087,1772.65
Satellite122-Satellite162,6 Jun 2025 09:33:16.992,6 Jun 2025 10:02:49.643,1772.651
Satellite122-Satellite162,6 Jun 2025 10:31:17.548,6 Jun 2025 11:00:50.198,1772.65
Satellite122-Satellite162,6 Jun 2025 11:29:18.103,6 Jun 2025 11:58:50.754,1772.651
Satellite122-Satellite162,6 Jun 2025 12:27:18.659,6 Jun 2025 12:56:51.309,1772.65
Satellite122-Satellite162,6 Jun 2025 13:25:19.214,6 Jun 2025 13:54:51.864,1772.65
Satellite122-Satellite162,6 Jun 2025 14:23:19.770,6 Jun 2025 14:52:52.420,1772.65
Satellite122-Satellite162,6 Jun 2025 15:21:20.325,6 Jun 2025 15:50:52.975,1772.65
Satellite122-Satellite162,6 Jun 2025 16:19:20.880,6 Jun 2025 16:48:53.531,1772.651
Satellite122-Satellite162,6 Jun 2025 17:17:21.436,6 Jun 2025 17:46:54.086,1772.65
Satellite122-Satellite162,6 Jun 2025 18:15:21.991,6 Jun 2025 18:44:54.642,1772.651
Satellite122-Satellite162,6 Jun 2025 19:13:22.547,6 Jun 2025 19:42:55.197,1772.65
Satellite122-Satellite162,6 Jun 2025 20:11:23.102,6 Jun 2025 20:40:55.753,1772.651
Satellite122-Satellite162,6 Jun 2025 21:09:23.658,6 Jun 2025 21:38:56.308,1772.65
Satellite122-Satellite162,6 Jun 2025 22:07:24.213,6 Jun 2025 22:36:56.864,1772.651
Satellite122-Satellite162,6 Jun 2025 23:05:24.769,6 Jun 2025 23:34:57.419,1772.65
Satellite122-Satellite162,7 Jun 2025 00:03:25.324,7 Jun 2025 00:32:57.975,1772.651
Satellite122-Satellite162,7 Jun 2025 01:01:25.880,7 Jun 2025 01:30:58.530,1772.65
Satellite122-Satellite162,7 Jun 2025 01:59:26.435,7 Jun 2025 02:28:59.086,1772.651
Satellite122-Satellite162,7 Jun 2025 02:57:26.991,7 Jun 2025 03:26:59.641,1772.65
Satellite122-Satellite162,7 Jun 2025 03:55:27.546,7 Jun 2025 04:00:00.000,272.454
Satellite122-Satellite163,6 Jun 2025 04:00:00.000,6 Jun 2025 04:05:18.398,318.398
Satellite122-Satellite163,6 Jun 2025 04:33:21.938,6 Jun 2025 05:03:18.954,1797.016
Satellite122-Satellite163,6 Jun 2025 05:31:22.496,6 Jun 2025 06:01:19.512,1797.016
Satellite122-Satellite163,6 Jun 2025 06:29:23.053,6 Jun 2025 06:59:20.068,1797.015
Satellite122-Satellite163,6 Jun 2025 07:27:23.604,6 Jun 2025 07:57:20.620,1797.016
Satellite122-Satellite163,6 Jun 2025 08:25:24.160,6 Jun 2025 08:55:21.176,1797.016
Satellite122-Satellite163,6 Jun 2025 09:23:24.718,6 Jun 2025 09:53:21.732,1797.014
Satellite122-Satellite163,6 Jun 2025 10:21:25.275,6 Jun 2025 10:51:22.290,1797.015
